hospital_name,hospital_type,address,insurers,rating,specialties,tier,segment
COMMUNITY HEALTH CENTRE GOOL,Government,"Gool Tehsil Gool, Gool, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Kupwara,Government,"Main Market Kupwara, main market kupwara, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
Government Sub District Hospital Sogam,Government,"Hospital Complex Chandigam Road Sogam Lolab, Jammu and Kashmir",PMJAY,0.0,Cardiology; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Budshingi,Government,"Budshingi Behnipora, Zachaldara Rajwar, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Langate,Government,"Langate Handwara, SDH LANGATE, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
GOVERNMENT COMMUNITY HEALTH CENTRE KRALGUND,Government,"Hospital Complex Kralgund, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Rajpora,Government,"Near Hawal Road Rajpora, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Kralpora,Government,"Main Market Kralpora, Neeri camp kralpora, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Tangadar,Government,"CHC Tangdar, Jammu and Kashmir",PMJAY,0.0,Cardiology; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Mendhar,Government,"Mendhar, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Surankote,Government,"CHC SURANKOTE, NEAR POLICE STATION SURANKOTE, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology,City 1,Government
Mandi,Government,"main Market Mandi, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Government
GMC Handwara,Government,"ADH GMC Handwara, Baramulla Handwwara Highway Shaheen Colony Handwara, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
RAMZAAN HOSPITAL,Private,"Gogjibagh srinagar kashmir jammu and kashmir zafferkhandayyahoo.com, gogji bagh, Jammu and Kashmir","PMJAY,HDFC",0.0,Orthopedics; General Surgery; Urology,City 1,Standard Private
GOVERNMENT SUB DISTRICT HOSPITAL BANIHAL,Government,"Banihal Ramban, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
SUPER SPECIALITY HOSPITAL GOVT MEDICAL COLLEGE JAMMU,Government,"GOVT SUPERSPECIALITY HOSPITAL RESHAMGHAR JAMMU, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Chandoosa,Government,"Main Market Chandoosa, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Tangmarg,Government,"near Cricket ground Tangmarg, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Uri,Government,"Main Market, Uri, Main Market, Uri, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Kangan,Government,"Kangan Ganderbal, Main Market Kangan, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Gynecology,Town 1,Government
CHC HAJIN,Government,"Hajin Bandipora, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
Dawar,Government,"Dawar, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Jourian,Government,"NEAR MAIN BAZAR JOURIAN, JOURIAN, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Sumbal,Government,"CHC SUMBAL MAIN MARKET NEAR EIDGAH, sumbal near tehsil office, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Khansahab,Government,"Near Bus Stand, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Sopore,Government,"Opposite Welkin School Sopore, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
"Sub. District Hospital , Chadoora",Government,"Chadoora, Main Market, Chrarisharief Road, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Kremshore,Government,"Wagar Road, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
CHC Beerwah,Government,"Beerwah, Budgam, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
CHC Chattergam,Government,"Sheikhpora, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Sub District Hospital Magam,Government,"Magam, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Urology,City 1,Government
"Sub.District Hospital , Charar_I_Sharief",Government,"Main Market Chaeri Shreef, Gulshan Abad, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
"Govt. Community Health Centre , Pakhar pora",Government,"Mohanpora Pakher Pora, Budgam, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Government
SDH Nagam,Government,"Dalipora Nagam, Chadoora, Jammu and Kashmir 191113, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
Children Hospital Bemina AH of GMC Srinagar,Government,"govt children hospital, HOSPITAL bEMINA, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Government
American Oncology Institute,Private,"American Oncology Institute, C/O Acharya Shri Chander Medical Sciences Hospital, NH, By Pass Road Sidhra, Jammu and Kashmir","PMJAY,Care Health,Star Health,HDFC,ICICI Lombard",0.0,Oncology,City 1,Established
AMERICAN ONCOLOGY INSTITUTE,Private,"nangia Specialty Hospital, c1/1, ring rd. opp. MIA Centre, midc, hingna, nagpur, hingna, Maharashtra",PMJAY,0.0,Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Budget/Local
American Oncology Institute,Private,"A Unit Of Cancer Treatment Services Hyderabad Pvt Ltd D No 8 102/1 Kanorv, Vijayawada, Andhra Pradesh, 520007","Care Health,Star Health,HDFC,ICICI Lombard,Niva Bupa",0.0,Oncology,City 1,Established
American Oncology Institute,Private,"Dr No 18 08 Opp Fct Godown Pedakakani, Guntur, Andhra Pradesh, 522509","HDFC,ICICI Lombard",0.0,Oncology,City 1,Standard Private
American Oncology Institute,Private,"6 224/2 Nri Hospital Campus China Kakani Mangalagiri, Guntur, Andhra Pradesh, 522503",HDFC,0.0,Oncology,City 1,Standard Private
Imam Hussain Hospital,Private,"Bemina, Hamdaniya Colony, Srinagar, Jammu and Kashmir 190018, Jammu and Kashmir",PMJAY,0.0,General Surgery,City 1,Budget/Local
SHAAFI HOSPITAL,Private,"Bilal Colney Krangsoo, Mattan, Anantnag, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,Town 1,Budget/Local
STAR HOSPITAL,Private,"SANAT NAGAR BYE PASS, Jammu and Kashmir","PMJAY,Star Health,HDFC,ICICI Lombard",0.0,Orthopedics; General Surgery; Urology,City 1,Established
STAR HOSPITAL,Private,"80FEET ROAD, NEAR STADIUM BATHINDA, Punjab",PMJAY,0.0,Orthopedics; Neurology; Urology,City 2,Budget/Local
STAR HOSPITAL,Private,"Star, VASUDHARA NAGAR, Rajasthan","PMJAY,Care Health",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 2,Standard Private
Star hospital pvt.ltd,Private,"Vindhyavasininagar, Bank Road, Bank Road, Uttar Pradesh","PMJAY,Care Health,Star Health,HDFC,ICICI Lombard,Niva Bupa",0.0,Orthopedics; General Surgery; Gynecology,Town 2,Established
STAR HOSPITAL,Private,"STAR HOSPITAL, Near Chandichua Chhaka, Odisha","PMJAY,Care Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Orthopedics; General Surgery; Gynecology,Town 2,Established
STAR HOSPITAL,Private,"STAR HOSPITAL Bapunagar, NEAR INDICALAB, Gujarat","PMJAY,Care Health",0.0,Cardiology; Orthopedics; Oncology; Urology,Town 2,Standard Private
STAR HOSPITAL,Private,"beside krish garden bldg. opp shani mandir. laxmiben chheda marg, Nalasopara - Vasai Link Rd, Patankar Park, Nalasopara West, Maharashtra","PMJAY,Care Health,Star Health",0.0,Orthopedics; General Surgery; Neurology; Gynecology; Urology,Metro 1,Established
Star Hospital,Private,"By Pass Fourlane Fatuha Road Bari Pahari Bari Pahari, Patna, Bihar, 800007","Care Health,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
Star Hospitals,Private,"No 64/34 Durgai Amman Kovil Street Tiruvannamalai, Tiruvannamalai, Tamil Nadu, 606601","Star Health,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
Star Hospitals,Private,"459, Main Road, Opp Municipal Court, Hyderabad, Telangana, 626203","Star Health,HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
Star Hospital,Private,"Oachira, Kollam, Kerala, 690526",ICICI Lombard,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Kidney Care Dialysis Center,Private,"Street No.204, Ward No.73, Karan Bagh, Gadigarh, Bawalaiyana, Jammu, Jammu and Kashmir",PMJAY,0.0,Urology,City 1,Budget/Local
PNG ASSOCIATE,Private,"DR KD MULTISPECIALITY HOSPITAL, Jammu and Kashmir",PMJAY,0.0,Cardiology,City 1,Budget/Local
HEALTHINN,Private,"Near OM Mehta Road Behid court complex kishtwar, Jammu and Kashmir",PMJAY,0.0,General Surgery,Town 1,Budget/Local
Safa Marwah Medical Centre,Private,"Iqbal Colony 90 Feet Road, Soura Srinagar, Jammu and Kashmir",PMJAY,0.0,General Surgery; Oncology; Urology,City 1,Budget/Local
New Life Hospital,Private,"new life hospital, dhyansarmorh bari brahmana, Jammu and Kashmir",PMJAY,0.0,General Surgery; Urology,City 1,Budget/Local
NEW LIFE HOSPITAL,Private,"ASAL UTTAR TARN TARAN, Punjab","PMJAY,Care Health,HDFC,ICICI Lombard,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Established
NEW LIFE HOSPITAL,Private,"CHHAWNI PADRAUNA, Uttar Pradesh","PMJAY,HDFC,ICICI Lombard",0.0,Orthopedics; General Surgery; Urology,Town 1,Standard Private
NEW LIFE HOSPITAL,Private,"New Life, SUDPARA, Odisha","PMJAY,Care Health",0.0,Orthopedics; General Surgery; Gynecology,Town 2,Standard Private
NEW LIFE HOSPITAL,Private,"1 st floor, Cabinwala Complex, Unava, 1 St Floor, Cabinwala Complex, Unava, Gujarat","PMJAY,HDFC,ICICI Lombard",0.0,Gynecology,Town 2,Standard Private
NEW LIFE HOSPITALS PVT LTD,Private,"New Life, Chennai, Tamil Nadu","PMJAY,Star Health,HDFC,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Established
New Life Hospital,Private,"A/P Kuldharan Tal Karjat Karjat Shrigonda Road Karjat, Ahmednagar, Maharashtra, 414402","Care Health,Star Health",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Established
New Life Hospital,Private,"62 Peth, No 14 Savera Nagar, Vijapur Road, Solapur, Maharashtra, 413007",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
New Life Hospital,Private,"253 Canal Road Near Sevakunj Agrawal Bichayat Kendra Giripeth, Nagpur, Maharashtra, 440010","HDFC,ICICI Lombard",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 1,Established
New Life Hospital,Private,"House No 1 Jagmal Enclave Agwanpur Faridabad Sec 91 Faridabad Haryana, Faridabad, Haryana, 121013",HDFC,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Standard Private
New Life Hospital,Private,"2098 G T Road Bardhaman, Bardhaman, West Bengal, 713101",ICICI Lombard,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
New Life Hospital,Private,"Murtizpur Road Behind Mahesh Bhawan Kirti Nagar Akola, Akola, Maharashtra, 444001",ICICI Lombard,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 2,Standard Private
SHRI MATA VAISHNODEVI NARAYANA SUPERSPECIALITY HOSPITAL,Private,"Kakryal, Jammu and Kashmir",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Oncology; Gynecology; Urology,City 1,Budget/Local
SHADAAB MEMORIAL HOSPITAL,Private,"SHADAAB HOSPITAL, SHADAAB ROAD, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Oncology; Gynecology; Urology,City 1,Budget/Local
KHANAMS HOSPITAL AND NURSING HOME,Private,"Hazuri Bagh, Near Iqbal Park, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology,City 1,Budget/Local
SARAH Multi Speciality Hospital Bandipora,Private,"Naz Colony Nowpora Bandipora, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology,Town 1,Budget/Local
ANKUR MAITRIKA HOSPITAL,Private,"WARD NO. 55 CHANNI BYE PASS NEAR JODHAMAL SCHOOL JAMMU, Jammu and Kashmir","PMJAY,HDFC,Aditya Birla",0.0,Cardiology; General Surgery,City 1,Standard Private
Ankur Maitrika Hospital Pvt Ltd,Private,"Ward No 55 By Pass Channi Near Jodhamal Public School, Jammu, Jammu & Kashmir, 180012",Star Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
NAVJEEVAN NURSING HOME KHEORA RAJOURI,Private,"NAVJEEVAN NURSING HOME KHEORA RAJOURI, WARD NO. 17, KHEORA, RAJOURI, Jammu and Kashmir",PMJAY,0.0,General Surgery; Oncology; Urology,Town 1,Budget/Local
ESS BEE MEDICAL CENTRE REGIPORA KUPWARA,Private,"REGIPORA KUPWARA, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology; Urology,Town 1,Budget/Local
Al Hayat maternity and laparoscopy Hospital,Private,"Near GMC Hospital, Near GMC Hospital, on Diyal gam Road, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,City 1,Budget/Local
THE SKJ HOSPITAL,Private,"KP Road Iqbalabad, KP Road Iqbalabad, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology; Urology,City 1,Budget/Local
The Skj Hospital,Private,"K P Road Anantanag Anantnag, Anantnag, Jammu & Kashmir, 192101",Care Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Standard Private
Yudhvir Chand Katoch,Private,"YUDHVIR NURSING HOME, B.C. ROAD, MANDA JAMMU, Jammu and Kashmir",PMJAY,0.0,General Surgery,City 1,Budget/Local
Ankur Clinic,Private,"396-A Gandi Nagar Near Lakshmi Naryan mandir, Jammu and Kashmir",PMJAY,0.0,General Surgery,City 1,Budget/Local
NEW DELHI CENTRE FOR SIGHT,Private,"8-2-120/76/7, Telangana",PMJAY,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Metro 1,Budget/Local
nephroplus,Private,"raja ramohan rao ggk kakinada, Raja Ramohan Rao Ggk Kakinada, Andhra Pradesh",PMJAY,0.0,Urology,City 1,Budget/Local
RAKSHA KIDNEY CENTRE PVT LTD,Private,"H. NO. 36, LANE NO.1, GARDEN AVENUE TALAB TILLO, JAMMU, H. NO. 36, LANE NO.1, GARDEN AVENUE TALAB TILLO, JAMMU, Jammu and Kashmir","PMJAY,Care Health,Star Health,HDFC,Aditya Birla",0.0,General Surgery; Urology,City 1,Established
GURU HOSPITAL,Private,"KUPWARA ROAD SOPORE, KFC COMPLEX, Jammu and Kashmir","PMJAY,ICICI Lombard",0.0,Orthopedics; General Surgery; Gynecology; Urology,Town 1,Standard Private
Guru Hospital.,Private,"423C, Periyar Nagar, Iyyappan Kovil Street, Near Iyyappan Kovil, Thirumangalam, Tamil Nadu, 625706","Care Health,Star Health,HDFC,ICICI Lombard,Niva Bupa,Aditya Birla",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,City 1,Premium
Guru Hospital,Private,"4/120F Pandi Kovil Ring Road Madurai, Madurai, Tamil Nadu, 625107","Care Health,Star Health",0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Large City 2,Established
Pulse Hospital and Research Centre,Private,"NH 1A Bye Pass Road Opp. Channi Himmat, Jammu and Kashmir","PMJAY,Star Health",0.0,Orthopedics; General Surgery; Urology,City 1,Established
APEX SUPER SPECIALITY HOSPITAL,Private,"kp road anantnag opp.GBS Anantnag, K.P road near general bus stand anantnag, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,Town 1,Budget/Local
Apex Super Speciality Hospital,Private,"Atal Chowk Near Rk Multiplex Chattamuda By Pass Road, Raigarh, Chhattisgarh, 496001",Care Health,0.0,Cardiology; Orthopedics; General Surgery; Neurology; Oncology; Gynecology; Urology,Town 1,Premium
AAMINA NURSING HOME,Private,"Nowgam Bypass Road, Gulposh colony, near Chanapora Bridge, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology,City 1,Budget/Local
MID CITY UROLOGY AND GENRAL NURSING HOME,Private,"nai basti anantnag, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Gynecology; Urology,City 2,Budget/Local
Lochan Nursing Home,Private,"39-B Sector-1 A, Trikuta Nagar Jammu, Jammu and Kashmir",PMJAY,0.0,General Surgery,City 1,Budget/Local
Rajouri Medicity Hopsital,Private,"kheora, kheora, Jammu and Kashmir",PMJAY,0.0,General Surgery,Town 1,Budget/Local
Altaf Hospital,Private,"Kanispora near Railway Station, Jammu and Kashmir",PMJAY,0.0,General Surgery,City 1,Budget/Local
Khanday Hospital,Private,"Gund Adulkote Near Halipad Banihal, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery; Urology,City 1,Budget/Local
CLDD HEALTHCARE OPC PRIVATE LIMITED,Private,"opp jk MediHospital, narwal bypass road channi himmmat jammu, Jammu and Kashmir","PMJAY,HDFC",0.0,General Surgery; Oncology; Gynecology; Urology,City 1,Standard Private
Pir Panchal Hospital,Private,"LOWER IQBAL NAGAR SURANKOTE, haji Qummar Din Marg, Jammu and Kashmir","PMJAY,Care Health",0.0,General Surgery,City 1,Standard Private
shub tilak multispeciality hospital,Private,"ward no 8, akhnoor, Jammu and Kashmir","PMJAY,Star Health",0.0,Orthopedics; General Surgery; Urology,City 1,Established
Nursing Home,Private,"Near State Bank of India, Near State Bank of India, Jammu and Kashmir",PMJAY,0.0,General Surgery; Gynecology,City 1,Budget/Local
Orthomaxx MultiSpeciality Hospital Rajouri,Private,"Ward No 1 Kheora Opp. Sport Stadium, Jammu and Kashmir",PMJAY,0.0,Orthopedics; General Surgery,Town 1,Budget/Local
BROAD VISION KIDNEY CARE AND DIALYSIS SPECIALITY CENTRE,Private,"Near Zum Zum Petrol Pump, Nai Basti Anantnag, Near Zum Zum Petrol Pump, Nai Basti Anantnag, Jammu and Kashmir",PMJAY,0.0,Urology,City 2,Budget/Local
KAMLA HOSPITAL,Private,"KAMLA HOSPITAL NEAR GOVT HOSPITAL BISHNA, Bishnah, Jammu and Kashmir","PMJAY,Care Health,HDFC",0.0,General Surgery; Urology,City 1,Standard Private
